Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths/Sync,4.955013021709116,4.422444739914985,5.884024018763739,0.8967751766442832,9.835309213451904e-2,1.1315606712882746
findLargestPaths/Async,4.075213415042526,3.803018080587208,4.550409808747645,0.4576901632248493,3.467142691806657e-2,0.5687270893115135
findLargestPaths/AsyncPool,2.111454780537315,2.0715460530373093,2.1497077414169325,4.88062302776653e-2,2.4398129506153055e-2,6.016889576838815e-2
takeLargest10/Sync,4.1883912307178734,4.079361985139258,4.3618865506359725,0.16751348545159928,2.9708780826088965e-2,0.2174875119229473
takeLargest10/Async,3.710342020588238,3.6186766108839947,3.7932149355183356,9.868696380713284e-2,8.263215588147277e-2,0.10702732496858959
takeLargest10/AsyncPool,2.0526915633672616,1.9951936474826653,2.1168186409922782,7.619174986556404e-2,2.6914495086709178e-2,0.10259846201951844
displayPathSize/Sync,7.197348589075166,7.136294865825524,7.266240939066241,8.157348399200046e-2,7.479776783534398e-4,0.10003253382088366
displayPathSize/Async,6.666946497835549,6.62201850545777,6.7081753568782005,4.489707036600748e-2,1.6821735247503966e-2,6.159041036030387e-2
displayPathSize/AsyncPool,5.209820408448043,5.103331370334975,5.337272478591331,0.13123016219730327,5.727051398201602e-2,0.1822839685644451
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths/Sync,4.6671383714177255,4.41761265425157,4.802552148255927,0.23875959492023133,1.639816139123257e-2,0.2963265606468447
findLargestPaths/Async,3.8506925972263466,3.780324768184073,3.8864865585395214,6.940991974702371e-2,2.2288660020932105e-3,8.26626127980981e-2
findLargestPaths/AsyncPool,2.1819863873885574,2.03949824261872,2.3026694717846112,0.14883515878918144,0.11920478307969644,0.17142547997635904
takeLargest10/Sync,4.848362268040849,4.7735283443277385,4.978981718377327,0.12633692107581343,1.7122915674311567e-2,0.1607122696002075
takeLargest10/Async,3.7484064302795255,3.70627676503985,3.7921934207188315,5.406679139076475e-2,2.6321328521589745e-2,7.072847065381048e-2
takeLargest10/AsyncPool,2.1114438620061264,2.0564506727532716,2.1664370512589812,6.941286920300838e-2,3.427542374993209e-2,8.443169585637325e-2
displayPathSize/Sync,8.016094902612773,7.998356281440161,8.03352066843945,1.9484599389769975e-2,1.3447558240466811e-3,2.7517809674585825e-2
displayPathSize/Async,6.817453694563786,6.777818901231512,6.8505799009872135,4.027244361465285e-2,1.5030937615465076e-2,5.0550550116873164e-2
displayPathSize/AsyncPool,5.336520068558457,5.1676631415539305,5.464640077181684,0.16910483849471475,9.542256951612416e-2,0.22861295163705847
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths/Sync,4.359790190066026,4.239127937253215,4.437208499626043,0.126719666762107,6.834873261444363e-2,0.1787899274587252
findLargestPaths/Async,3.502074170341075,3.4077458437532187,3.596402496928931,0.11088659593547265,9.147202741587535e-2,0.12944367973853654
findLargestPaths/AsyncPool,2.09204752276734,1.9381300553723122,2.2922880585780754,0.20124003267071208,9.264613683141465e-2,0.2711421408305798
